RefSeq_ID,Protein_ID,Gene_ID,Uniprot_ID,BVBRC_ID,PUBMLST_locus
NGO1376,YP_208436.1,3281771,Q5F713,fig|242231.10.peg.1619,NEIS1647
NGO1377,YP_208437.1,3281762,Q5F712,fig|242231.10.peg.1620,NEIS1648
NGO1378,YP_208438.1,3281357,#N/A,fig|242231.10.peg.1621,NEIS1649
NGO1379,YP_208439.1,3281642,Q5F710,fig|242231.10.peg.1622,NEIS1650
NGO1380,YP_208440.1,3281799,Q5F709,fig|242231.10.peg.1623,NEIS1651
NGO1381,YP_208441.1,3281769,#N/A,fig|242231.10.peg.1624,NEIS1654
NGO1382,YP_208442.1,3281790,Q5F707,fig|242231.10.peg.1625,NEIS1655
NGO1383,YP_208443.1,3281773,Q5F706,fig|242231.10.peg.1626,#N/A
NGO1384,YP_208444.1,3281386,#N/A,fig|242231.10.peg.1627,NEIS1801
NGO1385,YP_208445.1,3281317,Q5F704,fig|242231.10.peg.1628,#N/A
NGO1386,YP_208446.1,3281277,Q5F703,fig|242231.10.peg.1631,#N/A
NGO1387,YP_208447.1,3281204,Q5F702,fig|242231.10.peg.1632,NEIS1793
NGO1388,YP_208448.1,3281756,Q5F701,#N/A,NEIS1792
NGO1389,YP_208449.1,3281152,Q5F700,fig|242231.10.peg.1634,NEIS1791
NGO1390,YP_208450.1,3281310,Q5F6Z9,fig|242231.10.peg.1635,NEIS2694
NGO1391,YP_208451.1,3281298,Q5F6Z8,#N/A,NEIS0605
NGO1392,YP_208452.1,3281322,Q5F6Z7,fig|242231.10.peg.1636,#N/A
NGO1393,YP_208453.1,3281326,Q5F6H4,fig|242231.10.peg.1637,#N/A
NGO1394,YP_208454.1,3281287,Q5F6Z5,fig|242231.10.peg.1639,#N/A
NGO1395,YP_208455.1,3281256,#N/A,fig|242231.10.peg.1640,#N/A
NGO1396,YP_208456.1,3281269,#N/A,fig|242231.10.peg.1641,NEIS0523
NGO1397,YP_208457.1,3281172,Q5F6Z2,fig|242231.10.peg.1643,NEIS0522
NGO1398,YP_208458.1,3281237,Q5F6Z1,fig|242231.10.peg.1644,NEIS2695
NGO1399,YP_208459.1,3281242,Q5F6Z0,fig|242231.10.peg.1645,NEIS0521
NGO1403,YP_208460.1,3281230,Q9ZHD6,fig|242231.10.peg.1653,NEIS0518
NGO1404,YP_208461.1,3281213,Q5F6Y8,fig|242231.10.peg.1654,NEIS0517
NGO1405,YP_208462.1,3281184,Q5F6Y7,fig|242231.10.peg.1655,NEIS2696
NGO1406,YP_208463.1,3281180,Q5F6Y6,fig|242231.10.peg.1657,NEIS0516
NGO1407,YP_208464.1,3281156,Q5F6Y5,fig|242231.10.peg.1659,NEIS0515
NGO1408,YP_208465.1,3281285,#N/A,fig|242231.10.peg.1660,NEIS0514
NGO1410,YP_208466.1,3281161,Q5F6Y3,fig|242231.10.peg.1661,NEIS0513
NGO1411,YP_208467.1,3281157,#N/A,fig|242231.10.peg.1663,NEIS0512
NGO1412,YP_208468.1,3281165,Q5F6Y1,fig|242231.10.peg.1664,#N/A
NGO1413,YP_208469.1,3281162,Q5F6Y0,fig|242231.10.peg.1665,NEIS0510
NGO1414,YP_208470.1,3281781,Q5F6X9,fig|242231.10.peg.1666,NEIS0509
NGO1415,YP_208471.1,3281782,Q5F6X8,fig|242231.10.peg.1667,NEIS0508
NGO1416,YP_208472.1,3281797,Q5F6X7,fig|242231.10.peg.1668,NEIS0507
NGO1417,YP_208473.1,3281763,Q5F6X6,fig|242231.10.peg.1669,NEIS0506
NGO1418,YP_208474.1,3281779,Q5F6X5,fig|242231.10.peg.1670,NEIS0505
NGO1419,YP_208475.1,3281785,#N/A,fig|242231.10.peg.1671,#N/A
NGO1420,YP_208476.1,3281796,Q5F6X3,fig|242231.10.peg.1673,NEIS0504
NGO1421,YP_208477.1,3281766,Q5F6X2,fig|242231.10.peg.1674,NEIS0503
NGO1422,YP_208478.1,3281765,Q5F6X1,fig|242231.10.peg.1676,NEIS0502
NGO1423,YP_208479.1,3281764,Q5F6X0,fig|242231.10.peg.1678,NEIS0501
NGO1424,YP_208480.1,3281752,Q5F6W9,fig|242231.10.peg.1680,NEIS0500
NGO1426,YP_208481.1,3281776,Q5F6W8,fig|242231.10.peg.1684,NEIS0498
NGO1427,YP_208482.1,3281710,#N/A,fig|242231.10.peg.1685,NEIS0497
NGO1428,YP_208483.1,3281745,Q5F6W6,fig|242231.10.peg.1686,NEIS0496
NGO1429,YP_208484.1,3281746,Q5F6W5,fig|242231.10.peg.1687,NEIS0495
NGO1430,YP_208485.1,3281730,#N/A,fig|242231.10.peg.1688,NEIS2697
NGO1431,YP_208486.1,3281754,Q5F6W3,fig|242231.10.peg.1689,NEIS2698
NGO1432,YP_208487.1,3281737,Q5F6W2,fig|242231.10.peg.1690,NEIS2699
NGO1433,YP_208488.1,3281714,Q5F6W1,fig|242231.10.peg.1691,NEIS2700
NGO1434,YP_208489.1,3281740,#N/A,fig|242231.10.peg.1692,NEIS2701
NGO1435,YP_208490.1,3281702,#N/A,fig|242231.10.peg.1693,NEIS2702
NGO1437,YP_208491.1,3281691,Q5F6V8,fig|242231.10.peg.1695,NEIS0491
NGO1438,YP_208492.1,3281709,Q5F6V7,fig|242231.10.peg.1696,NEIS0490
NGO1439,YP_208493.1,3281707,Q5F6V6,fig|242231.10.peg.1697,NEIS0489
NGO1440,YP_208494.1,3281712,Q5F6V5,fig|242231.10.peg.1698,NEIS0488
NGO1441,YP_208495.1,3281720,Q5F6V4,fig|242231.10.peg.1699,NEIS0487
NGO1442,YP_208496.2,3281729,Q5F6V3,fig|242231.10.peg.1700,#N/A
NGO1443,YP_208497.1,3281743,Q5F6V2,fig|242231.10.peg.1701,NEIS0484
NGO1444,YP_208498.1,3281716,#N/A,fig|242231.10.peg.1702,#N/A
NGO1445,YP_208499.1,3281693,#N/A,fig|242231.10.peg.1703,#N/A
NGO1446,YP_208500.1,3281717,#N/A,fig|242231.10.peg.1704,#N/A
NGO1447,YP_208501.1,3281696,Q5F6U8,#N/A,#N/A
NGO1448,YP_208502.1,3281706,Q5F6U7,fig|242231.10.peg.1705,NEIS0483
NGO1449,YP_208503.1,3281635,Q5F6U6,fig|242231.10.peg.1706,NEIS0482
NGO1450,YP_208504.1,3281700,Q5F6U5,fig|242231.10.peg.1707,NEIS0481
NGO1451,YP_208505.1,3281678,Q5F6U4,fig|242231.10.peg.1709,NEIS0480
NGO1452,YP_208506.1,3281656,Q5F6U3,fig|242231.10.peg.1710,NEIS0479
NGO1454,YP_208507.1,3281692,Q5F6U2,fig|242231.10.peg.1713,NEIS1361
NGO1455,YP_208508.1,3281701,Q5F6U1,fig|242231.10.peg.1715,NEIS1362
NGO1456,YP_208509.1,3281686,Q5F6U0,fig|242231.10.peg.1717,NEIS1363
NGO1457,YP_208510.1,3281689,#N/A,#N/A,#N/A
NGO1458,YP_208511.1,3281681,#N/A,#N/A,#N/A
NGO1459,YP_208512.1,3281675,#N/A,fig|242231.10.peg.1722,#N/A
NGO1460,YP_208513.1,3281704,#N/A,fig|242231.10.peg.1723,#N/A
NGO1461,YP_208514.1,3281666,#N/A,fig|242231.10.peg.1725,#N/A
NGO1462,YP_208515.1,3281679,#N/A,#N/A,#N/A
NGO1463,YP_208516.1,3281665,Q5F6T3,fig|242231.10.peg.1727,#N/A
NGO1465,YP_208517.1,3281644,#N/A,fig|242231.10.peg.1730,#N/A
NGO1466,YP_208518.1,3281673,Q5F6T1,fig|242231.10.peg.1731,NEIS0963
NGO1467,YP_208519.1,3281659,#N/A,fig|242231.10.peg.1732,NEIS0962
NGO1468,YP_208520.1,3281663,Q5F6S9,fig|242231.10.peg.1733,NEIS0961
NGO1469,YP_208521.1,3281657,Q5F6S8,fig|242231.10.peg.1734,#N/A
NGO1470,YP_208522.1,3281654,Q5F6S7,fig|242231.10.peg.1735,NEIS0960
NGO1471,YP_208523.1,3281645,Q5F6S6,fig|242231.10.peg.1736,NEIS0959
NGO1472,YP_208524.1,3281598,Q5F6S5,fig|242231.10.peg.1737,NEIS0958
NGO1473,YP_208525.1,3281639,Q5F6S4,fig|242231.10.peg.1739,NEIS0361
NGO1474,YP_208526.1,3281621,Q5F6S3,fig|242231.10.peg.1740,NEIS0362
NGO1475,YP_208527.1,3281636,Q5F6S2,fig|242231.10.peg.1742,NEIS1669
NGO1476,YP_208528.1,3281647,#N/A,fig|242231.10.peg.1743,#N/A
NGO1478,YP_208529.1,3281672,#N/A,fig|242231.10.peg.1747,#N/A
NGO1479,YP_208530.1,3281613,#N/A,fig|242231.10.peg.1749,#N/A
NGO1481,YP_208531.1,3281631,Q5F6R8,fig|242231.10.peg.1753,NEIS1674
NGO1482,YP_208532.1,3281632,Q5F6R7,fig|242231.10.peg.1754,NEIS1675
NGO1483,YP_208533.1,3281648,Q5F6R6,fig|242231.10.peg.1755,NEIS1676
NGO1484,YP_208534.1,3281615,#N/A,fig|242231.10.peg.1757,NEIS1677
NGO1485,YP_208535.1,3281622,Q5F6R4,fig|242231.10.peg.1758,NEIS1679
NGO1486,YP_208536.1,3281617,Q5F6R3,fig|242231.10.peg.1759,NEIS1680
NGO1487,YP_208537.1,3281576,Q5F6R2,fig|242231.10.peg.1760,NEIS1682
NGO1488,YP_208538.1,3281602,Q5F6R1,fig|242231.10.peg.1761,NEIS1683
NGO1489,YP_208539.1,3281601,#N/A,fig|242231.10.peg.1762,#N/A
NGO1490,YP_208540.1,3281608,#N/A,fig|242231.10.peg.1763,#N/A
NGO1491,YP_208541.1,3281559,#N/A,fig|242231.10.peg.1764,NEIS1686
NGO1492,YP_208542.1,3281596,#N/A,fig|242231.10.peg.1766,NEIS1687
NGO1493,YP_208543.1,3281600,Q5F6Q6,fig|242231.10.peg.1767,NEIS1688
NGO1494,YP_208544.1,3281586,Q5F6Q5,fig|242231.10.peg.1768,NEIS1689
NGO1495,YP_208545.1,3281624,Q5F6Q4,fig|242231.10.peg.1774,NEIS1690
NGO1496,YP_208546.1,3281568,Q5F6Q3,fig|242231.10.peg.1775,NEIS1691
NGO1497,YP_208547.1,3281590,Q5F6Q2,fig|242231.10.peg.1777,#N/A
NGO1498,YP_208548.1,3281591,#N/A,fig|242231.10.peg.1778,#N/A
NGO1499,YP_208549.1,3281593,Q5F6Q0,fig|242231.10.peg.1783,NEIS1357
NGO1500,YP_208550.1,3281584,Q5F6P9,fig|242231.10.peg.1785,NEIS1692
NGO1501,YP_208551.1,3281583,Q5F6P8,fig|242231.10.peg.1786,NEIS1693
NGO1502,YP_208552.1,3281582,#N/A,fig|242231.10.peg.1787,NEIS1694
NGO1503,YP_208553.1,3281545,#N/A,fig|242231.10.peg.1788,NEIS1695
NGO1504,YP_208554.1,3281364,Q5F6P5,fig|242231.10.peg.1789,NEIS1697
NGO1505,YP_208555.1,3281572,Q5F6P4,fig|242231.10.peg.1790,NEIS1698
NGO1506,YP_208556.1,3281562,Q5F6P3,fig|242231.10.peg.1791,NEIS1699
NGO1507,YP_208557.1,3281569,Q5F6P2,fig|242231.10.peg.1792,NEIS1700
NGO1508,YP_208558.1,3281573,Q5F6P1,fig|242231.10.peg.1793,NEIS1703
NGO1509,YP_208559.1,3281563,Q9ZHY2,fig|242231.10.peg.1794,NEIS1704
NGO1510,YP_208560.1,3281542,#N/A,fig|242231.10.peg.1795,NEIS1705
NGO1511,YP_208561.1,3281571,#N/A,fig|242231.10.peg.1796,#N/A
NGO1512,YP_208562.1,3281508,Q5F6N7,fig|242231.10.peg.1798,#N/A
NGO1513,YP_208563.1,3281532,#N/A,fig|242231.10.peg.1801,#N/A
NGO1514,YP_208564.1,3281549,#N/A,fig|242231.10.peg.1803,NEIS1720
NGO1515,YP_208565.1,3281521,Q5F6N4,fig|242231.10.peg.1804,NEIS1721
NGO1516,YP_208566.1,3281510,#N/A,fig|242231.10.peg.1805,NEIS1722
NGO1517,YP_208567.1,3281503,Q5F6N2,fig|242231.10.peg.1806,NEIS1724
NGO1518,YP_208568.1,3281524,#N/A,fig|242231.10.peg.1807,#N/A
NGO1519,YP_208569.1,3281516,Q5F6N0,fig|242231.10.peg.1808,NEIS1725
NGO1520,YP_208570.1,3281538,#N/A,fig|242231.10.peg.1810,NEIS1726
NGO1521,YP_208571.1,3281543,Q5F6M8,fig|242231.10.peg.1811,NEIS1727
NGO1524,YP_208572.1,3281527,Q5F6M7,fig|242231.10.peg.1818,NEIS2488
NGO1525,YP_208573.1,3281530,Q5F6M6,fig|242231.10.peg.1819,NEIS1732
NGO1526,YP_208574.1,3281531,#N/A,fig|242231.10.peg.1820,NEIS1733
NGO1527,YP_208575.1,3281533,Q5F6M4,fig|242231.10.peg.1823,NEIS1735
NGO1528,YP_208576.1,3281491,Q5F6M3,fig|242231.10.peg.1824,NEIS1737
NGO1529,YP_208577.1,3281555,Q5F6M2,fig|242231.10.peg.1825,NEIS1738
NGO1530,YP_208578.1,3281504,Q5F6M1,fig|242231.10.peg.1826,NEIS1739
NGO1531,YP_208579.1,3281512,Q5F6M0,fig|242231.10.peg.1827,NEIS1740
NGO1532,YP_208580.3,3281507,Q5F6L9,fig|242231.10.peg.1828,NEIS1741
NGO1533,YP_208581.1,3281523,Q5F6L8,fig|242231.10.peg.1829,NEIS1742
NGO1534,YP_208582.1,3281518,#N/A,fig|242231.10.peg.1830,NEIS1743
NGO1535,YP_208583.1,3281493,Q5F6L6,fig|242231.10.peg.1831,NEIS1745
NGO1536,YP_208584.1,3281499,Q5F6L5,fig|242231.10.peg.1832,NEIS1746
NGO1537,YP_208585.1,3281456,Q5F6L4,fig|242231.10.peg.1833,NEIS1747
NGO1538,YP_208586.1,3281490,#N/A,fig|242231.10.peg.1834,NEIS1748
NGO1539,YP_208587.1,3281501,Q5F6L2,fig|242231.10.peg.1835,NEIS1749
NGO1540,YP_208588.1,3281506,Q5F6L1,fig|242231.10.peg.1837,NEIS1750
NGO1541,YP_208589.1,3281489,Q5F6L0,fig|242231.10.peg.1838,NEIS1751
NGO1542,YP_208590.1,3281451,Q5F6K9,fig|242231.10.peg.1839,NEIS1753
NGO1543,YP_208591.1,3281486,Q5F6K8,fig|242231.10.peg.1840,NEIS1754
NGO1544,YP_208592.1,3281471,Q5F6K7,fig|242231.10.peg.1841,NEIS1755
NGO1545,YP_208593.1,3281462,Q5F6K6,fig|242231.10.peg.1842,NEIS1756
NGO1546,YP_208594.1,3281477,#N/A,fig|242231.10.peg.1843,NEIS1757
NGO1547,YP_208595.1,3281468,Q5F6K4,fig|242231.10.peg.1844,NEIS1759
NGO1548,YP_208596.1,3281487,Q5F6K3,fig|242231.10.peg.1845,NEIS1760
NGO1549,YP_208597.1,3281481,Q5F6K2,fig|242231.10.peg.1846,NEIS1762
NGO1550,YP_208598.1,3281480,Q5F6K1,fig|242231.10.peg.1847,NEIS1763
NGO1551,YP_208599.1,3281321,#N/A,fig|242231.10.peg.1848,NEIS1764
NGO1552,YP_208600.1,3281457,#N/A,fig|242231.10.peg.1850,NEIS1765
NGO1556,YP_208601.1,3281413,#N/A,#N/A,#N/A
NGO1557,YP_208602.1,3281470,#N/A,#N/A,#N/A
NGO1558,YP_208603.1,3281443,#N/A,fig|242231.10.peg.1858,NEIS2703
NGO1559,YP_208604.1,3281400,Q5F6J5,fig|242231.10.peg.1860,NEIS2704
NGO1560,YP_208605.1,3281446,Q5F6J4,#N/A,#N/A
NGO1561,YP_208606.1,3281442,Q5F6J3,fig|242231.10.peg.1861,NEIS1768
NGO1562,YP_208607.1,3281458,Q5F6J2,fig|242231.10.peg.1862,NEIS1769
NGO1563,YP_208608.1,3281444,Q5F6J1,#N/A,#N/A
NGO1564,YP_208609.1,3281473,Q5F6J0,fig|242231.10.peg.1864,NEIS2705
NGO1565,YP_208610.1,3281431,Q5F6I9,fig|242231.10.peg.1866,NEIS1770
NGO1566,YP_208611.1,3281359,Q5F6I8,fig|242231.10.peg.1867,NEIS1771
NGO1567,YP_208612.1,3281323,Q5F6I7,fig|242231.10.peg.1868,NEIS1772
NGO1568,YP_208613.1,3281440,Q5F6I6,fig|242231.10.peg.1869,NEIS1773
NGO1573,YP_208614.1,3281424,Q5F6I5,fig|242231.10.peg.1882,NEIS1780
NGO1574,YP_208615.1,3281096,Q5F6I4,fig|242231.10.peg.1883,NEIS1781
NGO1575,YP_208616.1,3281409,Q5F6I3,fig|242231.10.peg.1884,NEIS1782
NGO1576,YP_208617.1,3281090,Q5F6I2,#N/A,#N/A
NGO1577,YP_208618.1,3281426,Q5F6I1,fig|242231.10.peg.1885,NEIS1783
NGO1578,YP_208619.1,3281421,Q5F6I0,fig|242231.10.peg.1887,NEIS1784
NGO1579,YP_208620.1,3281427,Q5F6H9,fig|242231.10.peg.1888,NEIS1785
NGO1580,YP_208621.1,3281420,Q5F6H8,fig|242231.10.peg.1889,NEIS1786
NGO1581,YP_208622.1,3281088,Q5F6H7,fig|242231.10.peg.1891,NEIS1787
NGO1582,YP_208623.1,3281415,#N/A,fig|242231.10.peg.1892,#N/A
NGO1583,YP_208624.1,3281341,#N/A,fig|242231.10.peg.1893,NEIS1788
NGO1584,YP_208625.1,3281439,Q5F6H4,fig|242231.10.peg.1894,#N/A
NGO1585,YP_208626.1,3281080,Q5F6H3,fig|242231.10.peg.1895,#N/A
NGO1586,YP_208627.1,3281151,Q5F6H2,fig|242231.10.peg.1896,#N/A
NGO1588,YP_208628.1,3281111,Q5F6H1,fig|242231.10.peg.1897,#N/A
NGO1589,YP_208629.1,3282550,Q5F6H0,fig|242231.10.peg.1898,#N/A
NGO1590,YP_208630.1,3281100,Q5F6G9,fig|242231.10.peg.1899,NEIS1795
NGO1591,YP_208631.1,3281774,Q5F6G8,fig|242231.10.peg.1900,#N/A
NGO1592,YP_208632.1,3281715,Q5F6G7,fig|242231.10.peg.1901,#N/A
NGO1593,YP_208633.1,3281585,#N/A,#N/A,NEIS2706
NGO1594,YP_208634.1,3281653,Q5F6G5,fig|242231.10.peg.1903,NEIS0602
NGO1595,YP_208635.1,3281738,Q5F6G4,fig|242231.10.peg.1905,NEIS0604
NGO1596,YP_208636.1,3281735,Q5F6G3,fig|242231.10.peg.1907,NEIS0607
NGO1597,YP_208637.1,3281664,#N/A,#N/A,#N/A
NGO1598,YP_208638.1,3281646,Q5F6G1,fig|242231.10.peg.1912,NEIS1807
NGO1599,YP_208639.1,3281643,Q5F6G0,fig|242231.10.peg.1913,NEIS1808
NGO1600,YP_208640.1,3281610,Q5F6F9,fig|242231.10.peg.1915,NEIS1809
NGO1601,YP_208641.1,3281577,#N/A,#N/A,#N/A
NGO1602,YP_208642.1,3281609,Q5F6F7,fig|242231.10.peg.1916,NEIS1810
NGO1603,YP_208643.1,3281606,Q5F6F6,fig|242231.10.peg.1917,NEIS1811
NGO1604,YP_208644.1,3281557,#N/A,fig|242231.10.peg.1918,#N/A
NGO1605,YP_208645.1,3281566,Q5F6F4,fig|242231.10.peg.1919,#N/A
NGO1606,YP_208646.1,3281550,Q5F6F3,fig|242231.10.peg.1920,NEIS1813
NGO1607,YP_208647.1,3281514,Q5F6F2,fig|242231.10.peg.1921,#N/A
NGO1608,YP_208648.1,3281547,#N/A,fig|242231.10.peg.1922,NEIS1815
NGO1609,YP_208649.1,3281540,#N/A,fig|242231.10.peg.1923,NEIS1816
NGO1610,YP_208650.1,3281445,Q5F6E9,fig|242231.10.peg.1924,NEIS1818
NGO1611,YP_208651.1,3281447,Q5F6E8,fig|242231.10.peg.1926,NEIS1820
NGO1612,YP_208652.1,3281437,#N/A,fig|242231.10.peg.1927,NEIS1822
NGO1613,YP_208653.1,3281247,Q5F6E6,fig|242231.10.peg.1928,NEIS2707
NGO1614,YP_208654.1,3281478,Q5F6E5,fig|242231.10.peg.1929,NEIS2708
NGO1615,YP_208655.1,3281580,#N/A,fig|242231.10.peg.1930,#N/A
NGO1616,YP_208656.1,3281565,Q5F6E3,fig|242231.10.peg.1931,#N/A
NGO1617,YP_208657.1,3281587,Q5F7P1,fig|242231.10.peg.1932,#N/A
NGO1618,YP_208658.1,3281324,Q5F6E1,fig|242231.10.peg.1933,NEIS2709
NGO1619,YP_208659.1,3281309,Q5F7P3,fig|242231.10.peg.1934,#N/A
NGO1620,YP_208660.1,3281414,#N/A,fig|242231.10.peg.1935,#N/A
NGO1621,YP_208661.1,3281429,Q5F7P5,fig|242231.10.peg.1936,#N/A
NGO1622,YP_208662.1,3281266,Q5F6D7,fig|242231.10.peg.1937,NEIS2710
NGO1623,YP_208663.1,3281370,#N/A,fig|242231.10.peg.1938,#N/A
NGO1624,YP_208664.1,3281170,Q5F6D5,fig|242231.10.peg.1939,#N/A
NGO1625,YP_208665.1,3281405,Q5F6D4,#N/A,#N/A
NGO1626,YP_208666.1,3281393,Q5F6D3,fig|242231.10.peg.1940,#N/A
NGO1627,YP_208667.1,3281398,Q5F6D2,fig|242231.10.peg.1941,NEIS2711
NGO1628,YP_208668.1,3281389,Q5F6D1,#N/A,#N/A
NGO1629,YP_208669.1,3281373,Q5F6D0,fig|242231.10.peg.1942,NEIS2712
NGO1630,YP_208670.1,3281384,Q5F6C9,fig|242231.10.peg.1943,NEIS2713
NGO1631,YP_208671.1,3281150,Q5F7Q6,fig|242231.10.peg.1944,#N/A
NGO1632,YP_208672.1,3281174,#N/A,fig|242231.10.peg.1945,#N/A
NGO1633,YP_208673.1,3281378,Q5F6C6,fig|242231.10.peg.1946,#N/A
NGO1634,YP_208674.1,3281353,Q5F6C5,fig|242231.10.peg.1947,NEIS2714
NGO1635,YP_208675.1,3281367,#N/A,fig|242231.10.peg.1948,#N/A
NGO1636,YP_208676.1,3281380,#N/A,fig|242231.10.peg.1949,NEIS2715
NGO1637,YP_208677.1,3281379,#N/A,fig|242231.10.peg.1950,#N/A
NGO1638,YP_208678.1,3281361,Q5F7R2,fig|242231.10.peg.1952,NEIS2716
NGO1639,YP_208679.1,3281347,#N/A,fig|242231.10.peg.1953,#N/A
NGO1640,YP_208680.1,3281355,#N/A,fig|242231.10.peg.1954,NEIS2717
NGO1641,YP_208681.1,3281314,Q5F6B8,fig|242231.10.peg.1956,#N/A
NGO1642,YP_208682.1,3281348,#N/A,#N/A,#N/A
NGO1643,YP_208683.1,3281329,Q5F6B6,fig|242231.10.peg.1958,#N/A
NGO1645,YP_208684.1,3281340,Q5F6B5,fig|242231.10.peg.1959,#N/A
NGO1646,YP_208685.1,3281344,Q5F6B4,fig|242231.10.peg.1961,NEIS1867
NGO1647,YP_208686.1,3281342,Q5F6B3,fig|242231.10.peg.1962,NEIS1868
NGO1648,YP_208687.1,3281292,Q5F6B2,fig|242231.10.peg.1963,#N/A
NGO1649,YP_208688.1,3281332,Q5F6B1,fig|242231.10.peg.1964,NEIS2718
NGO1650,YP_208689.1,3281352,Q5F6B0,fig|242231.10.peg.1965,#N/A
NGO1651,YP_208690.1,3281335,Q5F6A9,fig|242231.10.peg.1968,NEIS0837
NGO1652,YP_208691.1,3281218,#N/A,fig|242231.10.peg.1970,NEIS2719
NGO1653,YP_208692.1,3281331,Q5F6A7,fig|242231.10.peg.1971,#N/A
NGO1654,YP_208693.1,3281339,Q5F6A6,fig|242231.10.peg.1972,NEIS1823
NGO1655,YP_208694.1,3281306,Q5F6A5,fig|242231.10.peg.1973,NEIS1824
NGO1656,YP_208695.1,3281308,Q5F6A4,fig|242231.10.peg.1974,NEIS1825
NGO1657,YP_208696.1,3281281,Q5F6A3,fig|242231.10.peg.1975,NEIS1826
NGO1658,YP_208697.1,3281273,#N/A,fig|242231.10.peg.1976,NEIS1827
NGO1659,YP_208698.1,3281261,Q5F6A1,fig|242231.10.peg.1977,NEIS1828
NGO1662,YP_208699.1,3281303,Q5F6A0,fig|242231.10.peg.1982,NEIS1831
NGO1663,YP_208700.1,3281307,Q5F699,fig|242231.10.peg.1983,NEIS1832
NGO1664,YP_208701.1,3281302,Q5F698,fig|242231.10.peg.1984,#N/A
NGO1665,YP_208702.1,3281289,Q5F697,fig|242231.10.peg.1985,NEIS1833
NGO1666,YP_208703.1,3281284,Q5F696,fig|242231.10.peg.1986,NEIS1834
NGO1667,YP_208704.1,3281268,Q5F695,fig|242231.10.peg.1987,NEIS1835
NGO1668,YP_208705.1,3281318,Q5F694,fig|242231.10.peg.1988,NEIS1837
NGO1669,YP_208706.1,3281254,Q5F693,fig|242231.10.peg.1990,NEIS1838
NGO1670,YP_208707.1,3281275,Q5F692,fig|242231.10.peg.1991,NEIS1839
NGO1671,YP_208708.1,3281272,#N/A,fig|242231.10.peg.1992,NEIS1841
NGO1672,YP_208709.1,3281270,#N/A,#N/A,NEIS1842
NGO1673,YP_208710.1,3281222,Q5F689,fig|242231.10.peg.1994,NEIS1844
NGO1674,YP_208711.1,3281245,Q5F688,fig|242231.10.peg.1995,NEIS1845
NGO1675,YP_208712.1,3281251,Q5F687,fig|242231.10.peg.1996,NEIS1846
NGO1676,YP_208713.1,3281255,Q5F686,fig|242231.10.peg.1998,NEIS1847
NGO1677,YP_208714.1,3281215,Q5F685,fig|242231.10.peg.1999,NEIS1848
NGO1678,YP_208715.1,3281223,Q5F684,fig|242231.10.peg.2000,NEIS1849
NGO1679,YP_208716.1,3281231,Q5F683,fig|242231.10.peg.2002,NEIS1850
NGO1680,YP_208717.1,3281200,Q5F682,fig|242231.10.peg.2003,NEIS1851
NGO1681,YP_208718.1,3281246,Q5F681,fig|242231.10.peg.2004,#N/A
NGO1682,YP_208719.1,3281262,Q5F680,fig|242231.10.peg.2005,NEIS1852
NGO1683,YP_208720.1,3281238,#N/A,fig|242231.10.peg.2006,NEIS1853
NGO1684,YP_208721.1,3281260,Q5F678,fig|242231.10.peg.2007,NEIS1854
NGO1685,YP_208722.1,3281207,Q5F677,fig|242231.10.peg.2008,NEIS1855
NGO1686,YP_208723.1,3281229,Q5F676,fig|242231.10.peg.2009,NEIS1856
NGO1687,YP_208724.1,3281209,#N/A,fig|242231.10.peg.2010,NEIS1857
NGO1688,YP_208725.1,3281210,Q5F674,fig|242231.10.peg.2011,NEIS1858
NGO1690,YP_208726.1,3281217,Q5F673,fig|242231.10.peg.2016,NEIS1870
NGO1691,YP_208727.1,3281197,Q5F672,fig|242231.10.peg.2017,#N/A
NGO1692,YP_208728.1,3281220,#N/A,fig|242231.10.peg.2018,NEIS1871
NGO1693,YP_208729.1,3281185,Q5F670,fig|242231.10.peg.2019,NEIS1872
NGO1694,YP_208730.1,3281193,Q5F669,fig|242231.10.peg.2020,NEIS1873
NGO1695,YP_208731.1,3281208,Q5F668,fig|242231.10.peg.2021,NEIS1874
NGO1699,YP_208732.1,3281214,Q5F667,fig|242231.10.peg.2035,NEIS1882
NGO1700,YP_208733.1,3281202,Q5F666,fig|242231.10.peg.2036,NEIS1883
NGO1701,YP_208734.1,3281188,Q5F665,fig|242231.10.peg.2037,NEIS2720
NGO1702,YP_208735.1,3281196,#N/A,fig|242231.10.peg.2038,#N/A
NGO1703,YP_208736.1,3282553,Q5F663,fig|242231.10.peg.2039,#N/A
NGO1704,YP_208737.1,3281224,#N/A,fig|242231.10.peg.2040,NEIS1889
NGO1705,YP_208738.1,3281173,Q5F661,fig|242231.10.peg.2041,NEIS1890
NGO1706,YP_208739.1,3281159,Q5F660,fig|242231.10.peg.2042,NEIS1891
NGO1707,YP_208740.1,3281164,Q5F659,fig|242231.10.peg.2043,#N/A
NGO1708,YP_208741.1,3281179,Q5F658,fig|242231.10.peg.2044,NEIS0293
NGO1709,YP_208742.1,3281169,Q5F657,fig|242231.10.peg.2045,NEIS0292
NGO1710,YP_208743.1,3281153,Q5F656,fig|242231.10.peg.2046,NEIS0291
NGO1711,YP_208744.1,3281154,Q5F655,fig|242231.10.peg.2047,NEIS0290
NGO1712,YP_208745.1,3281343,Q5F654,fig|242231.10.peg.2048,NEIS0289
